rel_path,name,ext,size_bytes,category,tax_category,confidence,reason,import_relevance
09_REPORTS_OUT/تقارير الاستشاري/Monthly/2024/12-2024 مؤشرات الأداء.pptx,12-2024 مؤشرات الأداء.pptx,.pptx,933724,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Monthly/2024/3-2024 مؤشرات الأداء.pdf,3-2024 مؤشرات الأداء.pdf,.pdf,714502,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Monthly/2024/3-2024 مؤشرات الأداء.pptx,3-2024 مؤشرات الأداء.pptx,.pptx,932590,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Monthly/2024/4-2024 مؤشرات الأداء.pdf,4-2024 مؤشرات الأداء.pdf,.pdf,714764,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Monthly/2024/4-2024 مؤشرات الأداء.pptx,4-2024 مؤشرات الأداء.pptx,.pptx,933502,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Monthly/2024/6-2024 مؤشرات الأداء.pdf,6-2024 مؤشرات الأداء.pdf,.pdf,712258,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Monthly/2024/6-2024 مؤشرات الأداء.pptx,6-2024 مؤشرات الأداء.pptx,.pptx,933499,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Monthly/2024/7-2024 مؤشرات الأداء.pdf,7-2024 مؤشرات الأداء.pdf,.pdf,716421,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Monthly/2024/7-2024 مؤشرات الأداء.pptx,7-2024 مؤشرات الأداء.pptx,.pptx,932831,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Monthly/2024/8-2024 مؤشرات الأداء.pdf,8-2024 مؤشرات الأداء.pdf,.pdf,717612,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Monthly/2024/8-2024 مؤشرات الأداء.pptx,8-2024 مؤشرات الأداء.pptx,.pptx,932889,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Monthly/2024/9-2024 مؤشرات الأداء.pdf,9-2024 مؤشرات الأداء.pdf,.pdf,715630,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Monthly/2024/9-2024 مؤشرات الأداء.pptx,9-2024 مؤشرات الأداء.pptx,.pptx,933840,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Monthly/4-2025 مؤشرات الأداء.pdf,4-2025 مؤشرات الأداء.pdf,.pdf,725656,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Monthly/4-2025 مؤشرات الأداء.pptx,4-2025 مؤشرات الأداء.pptx,.pptx,933320,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Monthly/7-2025 مؤشرات الأداء.pdf,7-2025 مؤشرات الأداء.pdf,.pdf,721902,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Monthly/7-2025 مؤشرات الأداء.pptx,7-2025 مؤشرات الأداء.pptx,.pptx,932564,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Monthly/8-2025 مؤشرات الأداء.pdf,8-2025 مؤشرات الأداء.pdf,.pdf,722760,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Monthly/8-2025 مؤشرات الأداء.pptx,8-2025 مؤشرات الأداء.pptx,.pptx,933308,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Monthly/9-2025 مؤشرات الأداء.pdf,9-2025 مؤشرات الأداء.pdf,.pdf,723353,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Monthly/9-2025 مؤشرات الأداء.pptx,9-2025 مؤشرات الأداء.pptx,.pptx,933524,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Monthly/Thumbs.db,Thumbs.db,.db,26112,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Monthly/~$11-2024 مؤشرات الأداء.pptx,~$11-2024 مؤشرات الأداء.pptx,.pptx,165,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Thumbs.db,Thumbs.db,.db,17408,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/01-2024/10 - Weekly Status Report 27 Jan-1 Feb 2024.docx,10 - Weekly Status Report 27 Jan-1 Feb 2024.docx,.docx,143145,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/01-2024/10 - Weekly Status Report 27 Jan-1 Feb 2024.pdf,10 - Weekly Status Report 27 Jan-1 Feb 2024.pdf,.pdf,274268,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/01-2024/6 - Weekly Status Report 30 Dec - 04 Jan-2024.docx,6 - Weekly Status Report 30 Dec - 04 Jan-2024.docx,.docx,147392,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/01-2024/6 - Weekly Status Report 30 Dec - 04 Jan-2024.pdf,6 - Weekly Status Report 30 Dec - 04 Jan-2024.pdf,.pdf,292975,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/01-2024/7 - Weekly Status Report 06-11 Jan-2024.docx,7 - Weekly Status Report 06-11 Jan-2024.docx,.docx,147467,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/01-2024/7 - Weekly Status Report 06-11 Jan-2024.pdf,7 - Weekly Status Report 06-11 Jan-2024.pdf,.pdf,290415,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/01-2024/8 - Weekly Status Report 013-18 Jan-2024.docx,8 - Weekly Status Report 013-18 Jan-2024.docx,.docx,147613,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/01-2024/8 - Weekly Status Report 013-18 Jan-2024.pdf,8 - Weekly Status Report 013-18 Jan-2024.pdf,.pdf,290954,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/01-2024/8 - Weekly Status Report 20-25 Jan-2024.docx,8 - Weekly Status Report 20-25 Jan-2024.docx,.docx,147779,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/01-2024/9 - Weekly Status Report 20-25 Jan-2024.docx,9 - Weekly Status Report 20-25 Jan-2024.docx,.docx,145873,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/01-2024/9 - Weekly Status Report 20-25 Jan-2024.pdf,9 - Weekly Status Report 20-25 Jan-2024.pdf,.pdf,275397,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/02-2024/11 - Weekly Status Report 03 - 08 Feb 2024.docx,11 - Weekly Status Report 03 - 08 Feb 2024.docx,.docx,143812,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/02-2024/11 - Weekly Status Report 03 - 08 Feb 2024.pdf,11 - Weekly Status Report 03 - 08 Feb 2024.pdf,.pdf,278277,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/02-2024/12 - Weekly Status Report 10 - 15 Feb 2024.docx,12 - Weekly Status Report 10 - 15 Feb 2024.docx,.docx,142877,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/02-2024/12 - Weekly Status Report 10 - 15 Feb 2024.pdf,12 - Weekly Status Report 10 - 15 Feb 2024.pdf,.pdf,276444,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/02-2024/13 - Weekly Status Report 17 - 21 Feb 2024.docx,13 - Weekly Status Report 17 - 21 Feb 2024.docx,.docx,143864,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/02-2024/13 - Weekly Status Report 17 - 21 Feb 2024.pdf,13 - Weekly Status Report 17 - 21 Feb 2024.pdf,.pdf,279595,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/02-2024/14 - Weekly Status Report 24 - 29 Feb 2024.docx,14 - Weekly Status Report 24 - 29 Feb 2024.docx,.docx,144315,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/02-2024/14 - Weekly Status Report 24 - 29 Feb 2024.pdf,14 - Weekly Status Report 24 - 29 Feb 2024.pdf,.pdf,280073,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/03-2024/15 - Weekly Status Report 02 - 07 March 2024.docx,15 - Weekly Status Report 02 - 07 March 2024.docx,.docx,146129,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/03-2024/15 - Weekly Status Report 02 - 07 March 2024.pdf,15 - Weekly Status Report 02 - 07 March 2024.pdf,.pdf,292360,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/03-2024/16 - Weekly Status Report 09 - 14 March 2024.docx,16 - Weekly Status Report 09 - 14 March 2024.docx,.docx,148669,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/03-2024/16 - Weekly Status Report 09 - 14 March 2024.pdf,16 - Weekly Status Report 09 - 14 March 2024.pdf,.pdf,288953,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/03-2024/17 - Weekly Status Report 16 - 21 March 2024.docx,17 - Weekly Status Report 16 - 21 March 2024.docx,.docx,147079,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/03-2024/17 - Weekly Status Report 16 - 21 March 2024.pdf,17 - Weekly Status Report 16 - 21 March 2024.pdf,.pdf,307539,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/03-2024/18 - Weekly Status Report 23 - 28 March 2024.docx,18 - Weekly Status Report 23 - 28 March 2024.docx,.docx,147227,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/03-2024/18 - Weekly Status Report 23 - 28 March 2024.pdf,18 - Weekly Status Report 23 - 28 March 2024.pdf,.pdf,305350,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/03-2024/_Architectural_Updated_Weekly_Status_Report_31-3-2024to5-4-2024.docx,_Architectural_Updated_Weekly_Status_Report_31-3-2024to5-4-2024.docx,.docx,142250,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/03-2024/_Architectural_Updated_Weekly_Status_Report_From_23-3-2024;28-3-2024.docx,_Architectural_Updated_Weekly_Status_Report_From_23-3-2024;28-3-2024.docx,.docx,144389,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/04-2024/19 - Weekly Status Report 30 March - 04 April 2024.docx,19 - Weekly Status Report 30 March - 04 April 2024.docx,.docx,146460,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/04-2024/19 - Weekly Status Report 30 March - 04 April 2024.pdf,19 - Weekly Status Report 30 March - 04 April 2024.pdf,.pdf,292982,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/04-2024/20 - Weekly Status Report 13 - 18 April 2024.docx,20 - Weekly Status Report 13 - 18 April 2024.docx,.docx,148422,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/04-2024/20 - Weekly Status Report 13 - 18 April 2024.pdf,20 - Weekly Status Report 13 - 18 April 2024.pdf,.pdf,312617,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/12-2023/2- Weekly Status Report 2-7 Dec-2023.docx,2- Weekly Status Report 2-7 Dec-2023.docx,.docx,644474,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/12-2023/3- Weekly Status Report 9-14 Dec-2023.docx,3- Weekly Status Report 9-14 Dec-2023.docx,.docx,122375,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/12-2023/4 - Weekly Status Report 16-21 Dec-2023.docx,4 - Weekly Status Report 16-21 Dec-2023.docx,.docx,148068,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/12-2023/4 - Weekly Status Report 16-21 Dec-2023.pdf,4 - Weekly Status Report 16-21 Dec-2023.pdf,.pdf,279864,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/12-2023/5 - Weekly Status Report 23-28 Dec-2023.docx,5 - Weekly Status Report 23-28 Dec-2023.docx,.docx,147337,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/12-2023/5 - Weekly Status Report 23-28 Dec-2023.pdf,5 - Weekly Status Report 23-28 Dec-2023.pdf,.pdf,295047,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/6-2024/27 مؤشرات الأداء.pdf,27 مؤشرات الأداء.pdf,.pdf,712254,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/6-2024/27 مؤشرات الأداء.pptx,27 مؤشرات الأداء.pptx,.pptx,933408,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/6-2024/27- Weekly Status Report 22 - 27 JUNE  2024.docx,27- Weekly Status Report 22 - 27 JUNE  2024.docx,.docx,153292,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/6-2024/27- Weekly Status Report 22 - 27 JUNE  2024.pdf,27- Weekly Status Report 22 - 27 JUNE  2024.pdf,.pdf,352924,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/تقرير 19/19 - Weekly Status Report 30 March - 04 April 2024.docx,19 - Weekly Status Report 30 March - 04 April 2024.docx,.docx,146460,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/تقرير 19/19 - Weekly Status Report 30 March - 04 April 2024.pdf,19 - Weekly Status Report 30 March - 04 April 2024.pdf,.pdf,292982,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/تقرير 20/20 - Weekly Status Report 13 - 18 April 2024.docx,20 - Weekly Status Report 13 - 18 April 2024.docx,.docx,148422,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/تقرير 20/20 - Weekly Status Report 13 - 18 April 2024.pdf,20 - Weekly Status Report 13 - 18 April 2024.pdf,.pdf,312617,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/تقرير 21/21 - Weekly Status Report 20 - 25 April 2024.docx,21 - Weekly Status Report 20 - 25 April 2024.docx,.docx,149824,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/تقرير 21/21 - Weekly Status Report 20 - 25 April 2024.pdf,21 - Weekly Status Report 20 - 25 April 2024.pdf,.pdf,322381,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/تقرير 22/22 - Weekly Status Report 27 April - 02 May 2024.docx,22 - Weekly Status Report 27 April - 02 May 2024.docx,.docx,150412,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/تقرير 22/22 - Weekly Status Report 27 April - 02 May 2024.pdf,22 - Weekly Status Report 27 April - 02 May 2024.pdf,.pdf,324170,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/تقرير 23/23 - Weekly Status Report  03 May- 09 May  2024.docx,23 - Weekly Status Report  03 May- 09 May  2024.docx,.docx,150867,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/تقرير 23/23 - Weekly Status Report  03 May- 09 May  2024.pdf,23 - Weekly Status Report  03 May- 09 May  2024.pdf,.pdf,326648,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/تقرير 24/24 - Weekly Status Report  11 May- 16 May  2024.docx,24 - Weekly Status Report  11 May- 16 May  2024.docx,.docx,150640,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/تقرير 24/24 - Weekly Status Report  11 May- 16 May  2024.pdf,24 - Weekly Status Report  11 May- 16 May  2024.pdf,.pdf,325684,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/تقرير 25/25- Weekly Status Report  18 May- 23 May  2024.docx,25- Weekly Status Report  18 May- 23 May  2024.docx,.docx,149038,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/تقرير 25/25- Weekly Status Report  18 May- 23 May  2024.pdf,25- Weekly Status Report  18 May- 23 May  2024.pdf,.pdf,317375,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/تقرير 26/26- Weekly Status Report 23 May- 30 May  2024.docx,26- Weekly Status Report 23 May- 30 May  2024.docx,.docx,146663,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/تقرير 26/26- Weekly Status Report 23 May- 30 May  2024.pdf,26- Weekly Status Report 23 May- 30 May  2024.pdf,.pdf,294459,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/تقرير 27/27- Weekly Status Report 22 - 27 JUNE  2024.docx,27- Weekly Status Report 22 - 27 JUNE  2024.docx,.docx,153292,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/تقرير 27/27- Weekly Status Report 22 - 27 JUNE  2024.pdf,27- Weekly Status Report 22 - 27 JUNE  2024.pdf,.pdf,352924,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/تقرير 27/~$- Weekly Status Report 29 May-8 JULE  2024.docx,~$- Weekly Status Report 29 May-8 JULE  2024.docx,.docx,162,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/تقرير 28/28- Weekly Status Report 28 - 6 JUNE  2024.docx,28- Weekly Status Report 28 - 6 JUNE  2024.docx,.docx,153464,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/تقرير 28/28- Weekly Status Report 28 - 6 JUNE  2024.pdf,28- Weekly Status Report 28 - 6 JUNE  2024.pdf,.pdf,358277,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/تقرير 28/~$- Weekly Status Report 29 May-8 JULE  2024.docx,~$- Weekly Status Report 29 May-8 JULE  2024.docx,.docx,162,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/تقرير 29/29- Weekly Status Report 7- 11 JUNE  2024.docx,29- Weekly Status Report 7- 11 JUNE  2024.docx,.docx,153653,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/تقرير 29/29- Weekly Status Report 7- 11 JUNE  2024.pdf,29- Weekly Status Report 7- 11 JUNE  2024.pdf,.pdf,362378,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/تقرير 29/~$- Weekly Status Report 29 May-8 JULE  2024.docx,~$- Weekly Status Report 29 May-8 JULE  2024.docx,.docx,162,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/تقرير 30/29- Weekly Status Report 13 - 19 July  2024.docx,29- Weekly Status Report 13 - 19 July  2024.docx,.docx,154445,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/تقرير 31/31- Weekly Status Report 27 July - 02  Aug  2024.docx,31- Weekly Status Report 27 July - 02  Aug  2024.docx,.docx,154330,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
09_REPORTS_OUT/تقارير الاستشاري/Weekly Reports/تقرير 31/31- Weekly Status Report 27 July - 02  Aug  2024.pdf,31- Weekly Status Report 27 July - 02  Aug  2024.pdf,.pdf,365529,report_out,report,high,Path under 09_REPORTS_OUT/ → auto-generated reports.,LOW — auto-generated derivative; not imported.
