contract_no,claim_seq,item_no,description_ar_snapshot,unit_snapshot,unit_price_snapshot,contractual_qty_snapshot,prev_progress,curr_progress,cumulative_qty,period_amount,progress_pct,source_sheet,source_row,source_file,extraction_method,confidence_level,data_quality_notes
CMH_01-C01,7,187,مواسير صرف وتهوية مصنوعة من 4UPVC class  ذات وصلات انضغاطية ومطاط كما هو موصف وتشمل التهوية من خلال السطح مع الغطاء و طبات التسليك، وكافة قطع التركيبات والعلاقات اللازمة لإستكمال تركيب مايلي من الأقطار الداخلية:قطر 110 مم,م.ط,102.0,961.0,1108.92,157.72,1266.64,16087.44,131.8043704474506,بنود المطالبات,238,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,7,188,صفاية أرضية )FD(، من PVC مع مصفاة معدنية  مطلية بالكروم شاملة سيفون كما هو موصف بالمقاسات التالية:مخرج قطر 75 مم,عدد,300.0,161.0,0.0,37.0,37.0,11100.0,22.981366459627328,بنود المطالبات,239,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,7,189,صفاية أرضية )FD(، من PVC مع مصفاة معدنية  مطلية بالكروم شاملة سيفون كما هو موصف بالمقاسات التالية:صفاية' طولية أرضية )SD(،مع مصفاة  معدنية مطلية بالكروم شاملة سيفون مخرج قطر 50 مم,عدد,300.0,20.0,0.0,3.0,3.0,900.0,15,بنود المطالبات,240,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,7,193,الأدوات والتركيبات الصحية كما هو موصف وتشمل صمامات الزاوية والخلاطات و المصائد والوصلاتالمرنة و الانابيب القصيرة للتغذية والصرف والتهوية وكافة قطع الإكسسوار لإتمام تركيب ، علي ان تكونالاجهزة والتركيبات من النوع المرشد لاستهلاك المياه :حوض وجه يركب على الكاونتر )مرجع 3-LAV (,عدد,2220.0,92.0,0.0,4.0,4.0,8880.0,4.3478260869565215,بنود المطالبات,241,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,7,197,الأدوات والتركيبات الصحية كما هو موصف وتشمل صمامات الزاوية والخلاطات و المصائد والوصلات المرنة و الانابيب القصيرة للتغذية والصرف والتهوية وكافة قطع الإكسسوار لإتمام تركيب ، علي ان تكون الاجهزة والتركيبات من النوع المرشد لاستهلاك المياه :مقبض رشاش مع الخرطوم وأداة التعليق، مرجع PS,عدد,180.0,191.0,0.0,26.0,26.0,4680.0,13.612565445026178,بنود المطالبات,242,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,7,198,الأدوات والتركيبات الصحية كما هو موصف وتشمل صمامات الزاوية والخلاطات و المصائد والوصلات المرنة و الانابيب القصيرة للتغذية والصرف والتهوية وكافة قطع الإكسسوار لإتمام تركيب ، علي ان تكون الاجهزة والتركيبات من النوع المرشد لاستهلاك المياه :خلاط مياة  يركب على الحوض,عدد,1080.0,208.0,0.0,4.0,4.0,4320.0,1.9230769230769231,بنود المطالبات,243,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,7,199, يشمل العمل كافة قطع التركيبات مثل الأكواع  والتيهات ، 40. schتوريد و تركيب انابيب فولاذية سوداء والوصلات والقارنات والنقاصات/المخفضات ومنافس الهواء الآلية وتكون الوصلات من نوع  فيكتوليك او ما يماثلها للأقطار 50 مم أو أكبر، و تكون الوصلات قلووظ للأقطار أقل من 50 مم، والبند يشمل  العلاقات والدعامات للمواسير و المحابس  و الصرف ان لزم والدهان  لكامل الشبكة كما يلزم لاتمام العمل. و بناء على توجيهات مهندس المشرف  ومتطلبات الدفاعNFPA  ويشمل البند جميع ما يلزم لاتمام الأعمال طبقا للمواصفات و طبقا لمتطلبات ال المدني من الكشف على الشبكة الحالية وفحصها كما هو موضح على المخططات و على المقاول تقديم:المخططات التنفيذية و اعتمادها قبل بدء بالتنفيذ من المهندس المشرف كما هو موصف للأقطار التالية 25 mm dia.,م.ط,108.0,3900.0,1683.1999999999998,514.26,2197.46,55540.08,56.345128205128205,بنود المطالبات,244,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,7,215,توريد و تركيب و اختبار رشاشات آلية اوتوماتيكية كما هو موصف رشاشات من النوع المخفي، ذات فتحة 2/1 بوصة، ومعامل 5.6 =K   ودرجة حرارة تشغيل 68 درجة مئوية,عدد,90.0,1000.0,235.0,25.0,260.0,2250.0,26,بنود المطالبات,245,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,7,216,توريد و تركيب و اختبار رشاشات آلية اوتوماتيكية كما هو موصف رشاشات عامودية، ذات فتحة 2/1 بوصة، ومعامل 5.6 =K   ودرجة حرارة تشغيل 68 درجة مئوية,عدد,90.0,508.0,0.0,92.0,92.0,8280.0,18.11023622047244,بنود المطالبات,246,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,7,218,توريد و تركيب نظام  غازي200FM لغرف الكهرباء و السنترال و ما يتطلبه النظام من تعديلاتمعمارية على ان يتم تقديمها للاعتماد من قبل مهندس المشرف  ،  مرجع 3-FE,عدد,54000.0,36.0,0.0,4.0,4.0,216000.0,11.11111111111111,بنود المطالبات,247,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,7,227,وحدات VAV من أعلى العلامات التجارية جودة )BYPASS TYPE( مع سخان كهربائي ، ترموستات إلكتروني رقمي للغرفة ، فليكس. توصيلات ، تثبيت ، دعم ، عازل اهتزاز مع كافة الملحقات المطلوبة حسب المواصفات والرسومات. 07-VAV ، اجمالي الهواء 0-2500 ) ق/د( استطاعة التخزين 7.3 )ك/و(,عدد,10800.0,24.0,1.0,6.0,7.0,64800.0,29.166666666666668,بنود المطالبات,248,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,7,230,توريد و تصنيع و تركيب أعمال مجاري  من الصفائح المعدنية المجلفنه )90G( للهواء الداخل والراجع والهواء النقي وقناة السحب حسب المواصفات القياسية SMACNA وتشمل التيهات/القطعة التائية والكوع/المرفق والتفريعات والتحويلة والدعامة وحمالة التعليق. ويجب أخذ الطول على امتداد خط المركز فوق كل قطع التركيبات، ومن المفهوم بأن السعر الإفرادي لأعمال مجاري الهواء/الأقنية محمل عليه كل دعامات حامل التعليق ومخمّد الصوت والحريق وكل قطع الإكسسوار عزل الحراري )فايبرغلاس( ثخانة 25 مم وبكثافة 24 كغ/م3 مع مانع تبخر من الألمنيوم المقوّى حسب المخططات والمواصفات و حسب تعليمات مهندس المشرف.,م.ط,300.0,7000.0,3711.9,23.0,3734.9,6900.0,53.355714285714285,بنود المطالبات,249,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,7,231,ناشرة هواء ذات فتحات طولية  للهواء الداخل مصنعة من الألمنيوم المشكل بالبثق ومطلية بمسحوق البولستركاملة، مخمدات صوت ذات أرياش متضادّة ،وصندوق حجمى معزول من الداخل بعازل صوتى وميكانيزم للتحكم فى الهواء من واجهة الناشر وكل قطع الأكسسوار حسب المواصفات والمخططات مع توفير عينات للاعتماد من مهندس المشرف. ثلاثة فتحات / ثقب 25مم عرض,م.ط,480.0,1925.0,82.02,54.9,136.92,26352.0,7.112727272727272,بنود المطالبات,250,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,7,232,ناشرة هواء ذات فتحات طولية للهواء الراجع مصنعة من الألمنيوم المشكل بالبثق ومطلية بمسحوق البولستركاملة، وكل قطع الأكسسوار حسب المواصفات والمخططات مع توفير عينات للاعتماد من مهندس المشرف. ثلاثة فتحات / ثقب 25مم عرض,م.ط,480.0,1925.0,82.02,57.05,139.07,27384.0,7.224415584415585,بنود المطالبات,251,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,7,233, جريلات تغذية من الالومينيوم مغطاة ببودرة البوليستر كاملة وجميع الملحقات حسب المخططات..والمواصفات مع توفير عينات للاعتماد من مهندس المشرف 600mm X 600mm,عدد,456.0,724.0,25.0,49.0,74.0,22344.0,10.220994475138122,بنود المطالبات,252,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,7,234, جريلات رجوع من الالومينيوم مغطاة ببودرة البوليستر كاملة وجميع الملحقات حسب المخططات.والمواصفات مع توفير عينات للاعتماد من مهندس المشرف 600mm X 600mm,عدد,264.0,724.0,25.0,14.0,39.0,3696.0,5.386740331491713,بنود المطالبات,253,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,7,235, جريلات لسحب الهواء من الالمونيوم مغطاة ببودرة البوليستر كاملة بجميع ملحقات التركيب وحسب.المخططات والمواصفات مع توفير عينات للاعتماد من مهندس المشرف 150mm X 150MM,عدد,210.0,102.0,0.0,41.0,41.0,8610.0,40.19607843137255,بنود المطالبات,254,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,7,236,وصلات هواء مرنة مع الكلبسات المعدنية، والبراغي، والملحقات الضرورية. العزل يجب أن يكون بسماكة 25 مم وكثافة 16 كغ/م3 لناشرات الهواء الخطية ويجب ان يطابق كود الحريق NFPA 90A حسب المواصفات والمخططات مع توفير عينات للاعتماد من مهندس المشرف.Dia 150 mm,م.ط,45.6,240.0,0.0,39.6,39.6,1805.7600000000002,16.5,بنود المطالبات,255,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,7,237,وصلات هواء مرنة مع الكلبسات المعدنية، والبراغي، والملحقات الضرورية. العزل يجب أن يكون بسماكة 25 مم وكثافة 16 كغ/م3 لناشرات الهواء الخطية ويجب ان يطابق كود الحريق NFPA 90A حسب المواصفات والمخططات مع توفير عينات للاعتماد من مهندس المشرف. Dia 200 mm,م.ط,54.0,2964.0,0.0,115.2,115.2,6220.8,3.8866396761133606,بنود المطالبات,256,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,7,238,وصلات هواء مرنة مع الكلبسات المعدنية، والبراغي، والملحقات الضرورية. العزل يجب أن يكون بسماكة 25 مم وكثافة 16 كغ/م3 لناشرات الهواء الخطية ويجب ان يطابق كود الحريق NFPA 90A حسب المواصفات والمخططات مع توفير عينات للاعتماد من مهندس المشرف. Dia 250 mm,م.ط,66.0,60.0,0.0,82.8,82.8,5464.8,138,بنود المطالبات,257,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,7,243,نظام إدارة المبنى BMS    تصميم وتوريد وتركيب نظام لإدارة المبنى أتوماتيكياً على أن يكون نظام التشغيل )OPEN PROTOCOL ( حسب توصيات الاستشارى المشرف وذلك للتحكم في تشغيل ومراقبة الانظمة الميكانيكية والكهربائية التالية :                                                  ـ التشلرات والمراوح ووحدات مناولة الهواء ووحدات ملف المروحة ومضخات المياه ووحدة ضخ الهواء وإنظمة الحريق والتحكم في الأنظمة والمعدات الميكانيكية بالمبنى - والتحكم في تشغيل ومتابعة حالة اللوحات الكهربائية الرئيسية والثانوية والمصاعد وكل الأنظمة التي يراها الاستشاري لأزمة مع الأخذ في الاعتبار قابلية التوسع في المباني المستقبلية .توريد وتركيب وتوصيل نظام إدارة المباني ) BMS ( لأنظمة HVAC ، وأنظمة السباكة ، ونظام الحريق ، والأنظمة الكهربائية والخدمات الخارجية ، كاملة بما في ذلك وحدات التحكم ونقاط التحكم والأسلاك والقنوات وصناديق السحب وصناديق التوصيل الثانوية وجميع عمليات التثبيت الضرورية مستلزمات؛ كل ما هو محدد ومفصل على الرسومات والموصوفة في المواصفات. والنظام يجب ان يتضمن البرامج واجهزة التحكم واجهزة المواقع ونقاط التحكم والاسلاك المتصلة بباقي الانظمة والمواسير وعلب السحب وعلب التوصيل الثانوية وجميع اكسسوارات ومتطلبات التركيبات الضرورية وهذه الاجهزة يجب ان يتم توصيلها مع جميع انظمة شبكة IP سواء من خلال تمكين اجهزة IP او من خلال بوابة IP او الموزع ويجب ان تشمل وحدات التحكم الطرفية التركيبات الضرورية والبرمجة والدمج عند اللزوم لتأسيس الاتصال والتعامل بين اجهزة التركيبات الالكتروميكانيكية وانظمة السلامة وانظمة الامن حسب اوامر ونظام التشغيل ووفقا لنظام وحسب تعليمات مهندس المشرف و يجب ان يتوافق النظام مع الانظمة الحالية للترشيد و المراقبة و يكون النظام لكامل المبني,عدد,2520000.0,1.0,0.2595,0.0705,0.33,177659.99999999997,33,بنود المطالبات,258,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,7,248,توريد وتركيب مقابس طاقة مربوطة بأسلاك 4 مم2 كحد أدنى وتشمل الأجهزة و والأسلاك والمواسير والعلب ودعامات التثبيت ، من اللوحات الى نقاط المقابس وحسب المواصفات. على المقاول المعاينة و فحص الشبكة الحالية و الاستفادة من التمديدات الحالية و دمجها مع التركيبات الجديدة بعد عمل الاختبارات اللازمة و بعد الموافقة من مهندس المشرف .مقبس أحادي، مركب على الجدار، من النوع المؤرض، 15 أمبير، 230 فولت، طور واحد، قطبين، 3 أسلاك.,عدد,216.0,282.0,0.0,24.0,24.0,5184.0,8.51063829787234,بنود المطالبات,259,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,7,249,توريد وتركيب مقابس طاقة مربوطة بأسلاك 4 مم2 كحد أدنى وتشمل الأجهزة و والأسلاك والمواسير والعلب ودعامات التثبيت ، من اللوحات الى نقاط المقابس وحسب المواصفات. على المقاول المعاينة و فحص الشبكة الحالية و الاستفادة من التمديدات الحالية و دمجها مع التركيبات الجديدة بعد عمل الاختبارات اللازمة و بعد الموافقة من مهندس المشرف . مقبس ثنائي سقفى، من النوع المؤرض، 15 أمبير، 230 فولت، طور واحد، قطبين، 3 أسلاك.,عدد,216.0,126.0,12.0,9.0,21.0,1944.0,16.666666666666664,بنود المطالبات,260,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,7,253, توريد وتركيب واختبار وفحص نقاط قوى للمقابس الكهربائية المتعددة الاستخدام بأسلاك نحاسية معزولة وذات مقطع لا يقل عن 6 مم2  في مواسير ويشتمل على المقبس و الاسلاك و PVC بمادة البلاستيك العلب وأعمال التثبيت والدعائم وكل الملحقات من لوحة التوزيع حتى المخارج وفقا للمخططات.والمواصفات الفنية  على المقاول المعاينة و فحص الشبكة الحالية و الاستفادة من التمديدات الحالية و دمجها مع التركيبات. الجديدة بعد عمل الاختبارات اللازمة و بعد الموافقة من مهندس المشرفمخرج  ومؤرض 30 أمبير ، 230 فولت 3 أسلاك ، 1 فاز لمجفف الأيدي,عدد,264.0,72.0,0.0,6.0,6.0,1584.0,8.333333333333332,بنود المطالبات,261,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,7,254,توريد وتركيب وإختبار وفحص علبة خدمة من نوعية ممتازة تحتوى على  ) أ ( مقابس تغذية أرضية مزدوجة ذات أسلاك 4 مم2 كحد أدنى مركبة على الأرض وتشمل أسلاك التأريض من اللوحة حتى المقابس + )ب( مآخذ للهاتف والبيانات ذات كابلات CAT 6A UTP وحتى كابينة الداتا  وحسب مواصفات إدارة الـ IT  بالوزارة. على المقاول المعاينة و فحص الشبكة الحالية و الاستفادة من التمديدات الحالية و دمجها مع التركيبات الجديدة بعد عمل الاختبارات اللازمة و بعد الموافقة من مهندس المشرف . النوع  )A(  )تحتوى على  4 قوى & 4 داتا (,عدد,2160.0,286.0,123.0,38.0,161.0,82080.0,56.29370629370629,بنود المطالبات,262,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,7,255,توريد وتركيب وإختبار وفحص علبة خدمة من نوعية ممتازة تحتوى على  ) أ ( مقابس تغذية أرضية مزدوجة ذات أسلاك 4 مم2 كحد أدنى مركبة على الأرض وتشمل أسلاك التأريض من اللوحة حتى المقابس + )ب( مآخذ للهاتف والبيانات ذات كابلات CAT 6A UTP وحتى كابينة الداتا  وحسب مواصفات إدارة الـ IT  بالوزارة. على المقاول المعاينة و فحص الشبكة الحالية و الاستفادة من التمديدات الحالية و دمجها مع التركيبات الجديدة بعد عمل الاختبارات اللازمة و بعد الموافقة من مهندس المشرف . النوع )B(   )تحتوى على 2 قوى & 2 داتا (,عدد,1800.0,20.0,121.0,24.0,145.0,43200.0,725,بنود المطالبات,263,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,7,262,توريد وتركيب وتوصيل وإختبار وفحص اجهزة الإنارة ويشمل اللمبات وأقواس التركيب وحبال التعليق وقطع الأكسسوار و ايضا نقاط الانارة متضمنة مواسير/أقنية قاسية عالية التحمل PVC  أوEMT وعلب ذات أسلاك لاتقل عن 0.4 مم2 لنقطة الإنارة وتوصيل أطراف أسلاك التأريض،وكل الأعمال المساعدة كما هو محدد وموضح في المخططات. على المقاول المعاينة و فحص الشبكة الحالية و الاستفادة من التمديدات الحالية و دمجها  علما بان البند يشمل جميع الوصلات و الاسلاك و الكابلات اللازمة لنهو العمل  بعد عمل الاختبارات اللازمة و بعد الموافقة من مهندس المشرف . Type A1,عدد,348.0,530.0,13.0,17.0,30.0,5916.0,5.660377358490567,بنود المطالبات,264,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,7,263,توريد وتركيب وتوصيل وإختبار وفحص اجهزة الإنارة ويشمل اللمبات وأقواس التركيب وحبال التعليق وقطع الأكسسوار و ايضا نقاط الانارة متضمنة مواسير/أقنية قاسية عالية التحمل PVC  أوEMT وعلب ذات أسلاك لاتقل عن 0.4 مم2 لنقطة الإنارة وتوصيل أطراف أسلاك التأريض،وكل الأعمال المساعدة كما هو محدد وموضح في المخططات. على المقاول المعاينة و فحص الشبكة الحالية و الاستفادة من التمديدات الحالية و دمجها  علما بان البند يشمل جميع الوصلات و الاسلاك و الكابلات اللازمة لنهو العمل  بعد عمل الاختبارات اللازمة و بعد الموافقة من مهندس المشرف . Type A1E,عدد,660.0,241.0,6.0,19.0,25.0,12540.0,10.37344398340249,بنود المطالبات,265,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,7,272,توريد وتركيب وتوصيل وإختبار وفحص اجهزة الإنارة ويشمل اللمبات وأقواس التركيب وحبال التعليق وقطع الأكسسوار و ايضا نقاط الانارة متضمنة مواسير/أقنية قاسية عالية التحمل PVC  أوEMT وعلب ذات أسلاك لاتقل عن 0.4 مم2 لنقطة الإنارة وتوصيل أطراف أسلاك التأريض،وكل الأعمال المساعدة كما هو محدد وموضح في المخططات. على المقاول المعاينة و فحص الشبكة الحالية و الاستفادة من التمديدات الحالية و دمجها  علما بان البند يشمل جميع الوصلات و الاسلاك و الكابلات اللازمة لنهو العمل  بعد عمل الاختبارات اللازمة و بعد الموافقة من مهندس المشرف .Type B1,عدد,720.0,343.0,13.0,4.0,17.0,2880.0,4.956268221574344,بنود المطالبات,266,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,7,274,توريد وتركيب وتوصيل وإختبار وفحص اجهزة الإنارة ويشمل اللمبات وأقواس التركيب وحبال التعليق وقطع الأكسسوار و ايضا نقاط الانارة متضمنة مواسير/أقنية قاسية عالية التحمل PVC  أوEMT وعلب ذات أسلاك لاتقل عن 0.4 مم2 لنقطة الإنارة وتوصيل أطراف أسلاك التأريض،وكل الأعمال المساعدة كما هو محدد وموضح في المخططات.على المقاول المعاينة و فحص الشبكة الحالية و الاستفادة من التمديدات الحالية و دمجها  علما بان البند يشمل جميع الوصلات و الاسلاك و الكابلات اللازمة لنهو العمل  بعد عمل الاختبارات اللازمة و بعد الموافقة من مهندس المشرف .Type C1,عدد,1128.0,172.0,13.0,4.0,17.0,4512.0,9.883720930232558,بنود المطالبات,267,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,7,276,توريد وتركيب وتوصيل وإختبار وفحص اجهزة الإنارة ويشمل اللمبات وأقواس التركيب وحبال التعليق وقطع الأكسسوار و ايضا نقاط الانارة متضمنة مواسير/أقنية قاسية عالية التحمل PVC  أوEMT وعلب ذات أسلاك لاتقل عن 0.4 مم2 لنقطة الإنارة وتوصيل أطراف أسلاك التأريض،وكل الأعمال المساعدة كما هو محدد وموضح في المخططات. على المقاول المعاينة و فحص الشبكة الحالية و الاستفادة من التمديدات الحالية و دمجها  علما بان البند يشمل جميع الوصلات و الاسلاك و الكابلات اللازمة لنهو العمل  بعد عمل الاختبارات اللازمة و بعد الموافقة من مهندس المشرف .Type C3,عدد,444.0,1062.0,123.0,46.0,169.0,20424.0,15.913370998116761,بنود المطالبات,268,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,7,277,توريد وتركيب وتوصيل وإختبار وفحص اجهزة الإنارة ويشمل اللمبات وأقواس التركيب وحبال التعليق وقطع الأكسسوار و ايضا نقاط الانارة متضمنة مواسير/أقنية قاسية عالية التحمل PVC  أوEMT وعلب ذات أسلاك لاتقل عن 0.4 مم2 لنقطة الإنارة وتوصيل أطراف أسلاك التأريض،وكل الأعمال المساعدة كما هو محدد وموضح في المخططات. على المقاول المعاينة و فحص الشبكة الحالية و الاستفادة من التمديدات الحالية و دمجها  علما بان البند يشمل جميع الوصلات و الاسلاك و الكابلات اللازمة لنهو العمل  بعد عمل الاختبارات اللازمة و بعد الموافقة من مهندس المشرف .Type C4,عدد,300.0,284.0,28.0,5.0,33.0,1500.0,11.619718309859154,بنود المطالبات,269,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,7,278,توريد وتركيب وتوصيل وإختبار وفحص اجهزة الإنارة ويشمل اللمبات وأقواس التركيب وحبال التعليق وقطع الأكسسوار و ايضا نقاط الانارة متضمنة مواسير/أقنية قاسية عالية التحمل PVC  أوEMT وعلب ذات أسلاك لاتقل عن 0.4 مم2 لنقطة الإنارة وتوصيل أطراف أسلاك التأريض،وكل الأعمال المساعدة كما هو محدد وموضح في المخططات. على المقاول المعاينة و فحص الشبكة الحالية و الاستفادة من التمديدات الحالية و دمجها  علما بان البند يشمل جميع الوصلات و الاسلاك و الكابلات اللازمة لنهو العمل  بعد عمل الاختبارات اللازمة و بعد الموافقة من مهندس المشرف .Type C5,عدد,438.0,149.0,18.0,2.0,20.0,876.0,13.422818791946309,بنود المطالبات,270,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,7,279,توريد وتركيب وتوصيل وإختبار وفحص اجهزة الإنارة ويشمل اللمبات وأقواس التركيب وحبال التعليق وقطع الأكسسوار و ايضا نقاط الانارة متضمنة مواسير/أقنية قاسية عالية التحمل PVC  أوEMT وعلب ذات أسلاك لاتقل عن 0.4 مم2 لنقطة الإنارة وتوصيل أطراف أسلاك التأريض،وكل الأعمال المساعدة كما هو محدد وموضح في المخططات.على المقاول المعاينة و فحص الشبكة الحالية و الاستفادة من التمديدات الحالية و دمجها  علما بان البند يشمل جميع الوصلات و الاسلاك و الكابلات اللازمة لنهو العمل  بعد عمل الاختبارات اللازمة و بعد الموافقة من مهندس المشرف .Type C6,عدد,288.0,158.0,25.0,11.0,36.0,3168.0,22.78481012658228,بنود المطالبات,271,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,7,281,توريد وتركيب وتوصيل وإختبار وفحص اجهزة الإنارة ويشمل اللمبات وأقواس التركيب وحبال التعليق وقطع الأكسسوار و ايضا نقاط الانارة متضمنة مواسير/أقنية قاسية عالية التحمل PVC  أوEMT وعلب ذات أسلاك لاتقل عن 0.4 مم2 لنقطة الإنارة وتوصيل أطراف أسلاك التأريض،وكل الأعمال المساعدة كما هو محدد وموضح في المخططات. على المقاول المعاينة و فحص الشبكة الحالية و الاستفادة من التمديدات الحالية و دمجها  علما بان البند يشمل جميع الوصلات و الاسلاك و الكابلات اللازمة لنهو العمل  بعد عمل الاختبارات اللازمة و بعد الموافقة من مهندس المشرف . Type D1,عدد,936.0,56.0,6.0,4.0,10.0,3744.0,17.857142857142858,بنود المطالبات,272,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
CMH_01-C01,7,286,توريد وتركيب وتوصيل وإختبار وفحص اجهزة الإنارة ويشمل اللمبات وأقواس التركيب وحبال التعليق وقطع الأكسسوار و ايضا نقاط الانارة متضمنة مواسير/أقنية قاسية عالية التحمل PVC  أوEMT وعلب ذات أسلاك لاتقل عن 0.4 مم2 لنقطة الإنارة وتوصيل أطراف أسلاك التأريض،وكل الأعمال المساعدة كما هو محدد وموضح في المخططات. على المقاول المعاينة و فحص الشبكة الحالية و الاستفادة من التمديدات الحالية و دمجها  علما بان البند يشمل جميع الوصلات و الاسلاك و الكابلات اللازمة لنهو العمل  بعد عمل الاختبارات اللازمة و بعد الموافقة من مهندس المشرف . Type E2,عدد,504.0,186.0,29.0,19.0,48.0,9576.0,25.806451612903224,بنود المطالبات,273,CMH_01_SMART.xlsx,sheet بنود المطالبات,high,prev_progress in workbook is informational; platform will recompute server-side from approved claims (Migration 048).
