contract_no,item_no,description_ar,description,discipline,unit,unit_price,contractual_qty,item_total,progress_model,progress_model_source_ar,item_code,discipline_code,item_kind,source_sheet,source_row,source_file,extraction_method,confidence_level,data_quality_notes
CMH_01-C01,60,توريد وتركيب باب من الزجاج المضلّع )ribbed glass( بأيطارات من الخشب المصمت سماكة 44 ملم مع قشرة الجوز الداكنة. والبند يشمل جميع الإكسسوارات اللازمه من مفصلات ودفاش من النوع المخفي ومقابض وربل كاتم لصوت الإغلاق ودهانات و إنهاء جميع الأعمال على الوجه الأكمل طبقا للمخططات واصول الصناعة  والمواصفات الفنية وتعليمات االمهندس المشرف.  باب مروحة ضلفتين  نموذج 12WD  بعرض 2000 مم وارتفاع 3000 مم )VIP Zone (Ref drawing: 07-MRA-DD-sixth floor-AR-800,,معماري,عدد,5700.0,7.0,39900.0,percentage,نسبة مئوية,CMH_01-A-060,A,مقاولات,بنود العقد,62,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,61,توريد وتركيب باب من الزجاج المضلعّ )ribbed glass( بأيطارات من الخشب المصمت سماكة 44 ملم مع قشرة الجوز الداكنة. والبند يشمل جميع الإكسسوارات اللازمه من مفصلات ودفاش من النوع المخفي ومقابض وربل كاتم لصوت الإغلاق ودهانات و إنهاء جميع الأعمال على الوجه الأكمل طبقا للمخططات واصول الصناعة  والمواصفات الفنية وتعليمات االمهندس المشرف. Ref drawing: 07-MRA-DD-sixth floor-AR-800  باب مروحة ضلفة واحدة  نموذج 11WD  بعرض 1000 مم وارتفاع 3000 مم )VIP Zone(,,معماري,عدد,6000.0,8.0,48000.0,percentage,نسبة مئوية,CMH_01-A-061,A,مقاولات,بنود العقد,63,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,62,توريد وتركيب باب من الزجاج المضلعّ )ribbed glass( بأيطارات من الخشب المصمت سماكة 44 ملم مع قشرة الجوز الداكنة. والبند يشمل جميع الإكسسوارات اللازمه من مفصلات ودفاش من النوع المخفي ومقابض وربل كاتم لصوت الإغلاق ودهانات و إنهاء جميع الأعمال على الوجه الأكمل طبقا للمخططات واصول الصناعة  والمواصفات الفنية وتعليمات االمهندس المشرف. Ref drawing: 07-MRA-DD-sixth floor-AR-800  تصميم على شكل وهيئة الباب   نموذج  WD11 A  بعرض 1000 مم وارتفاع 3000 مم )VIP  )Zone,,معماري,عدد,5400.0,2.0,10800.0,percentage,نسبة مئوية,CMH_01-A-062,A,مقاولات,بنود العقد,64,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,63,توريد وتركيب باب من الزجاج المضلعّ )ribbed glass( بأيطارات من الخشب المصمت سماكة 44 ملم مع قشرة الجوز الداكنة. والبند يشمل جميع الإكسسوارات اللازمه من مفصلات ودفاش من النوع المخفي ومقابض وربل كاتم لصوت الإغلاق ودهانات و إنهاء جميع الأعمال على الوجه الأكمل طبقا للمخططات واصول الصناعة  والمواصفات الفنية وتعليمات االمهندس المشرف. Ref drawing: 07-MRA-DD-sixth floor-AR-800  باب مروحة ضلفة واحدة  نموذج 13WD  بعرض 1000 مم وارتفاع 4000 مم )VIP Zone(,,معماري,عدد,5400.0,1.0,5400.0,percentage,نسبة مئوية,CMH_01-A-063,A,مقاولات,بنود العقد,65,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,64,توريد وتركيب باب من الزجاج المضلعّ )ribbed glass( بأيطارات من الخشب المصمت سماكة 44 ملم مع قشرة الجوز الداكنة. والبند يشمل جميع الإكسسوارات اللازمه من مفصلات ودفاش من النوع المخفي ومقابض وربل كاتم لصوت الإغلاق ودهانات و إنهاء جميع الأعمال على الوجه الأكمل طبقا للمخططات واصول الصناعة  والمواصفات الفنية وتعليمات االمهندس المشرف. Ref drawing: 07-MRA-DD-sixth floor-AR-800  تصميم على شكل وهيئة الباب   نموذج  WD13 A  بعرض 1000 مم وارتفاع 4000 مم )VIP )Zone,,معماري,عدد,5400.0,1.0,5400.0,percentage,نسبة مئوية,CMH_01-A-064,A,مقاولات,بنود العقد,66,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,65,توريد وتركيب باب من الزجاج المضلعّ )ribbed glass( بأيطارات من الخشب المصمت سماكة 44 ملم مع قشرة الجوز الداكنة. والبند يشمل جميع الإكسسوارات اللازمه من مفصلات ودفاش من النوع المخفي ومقابض وربل كاتم لصوت الإغلاق ودهانات و إنهاء جميع الأعمال على الوجه الأكمل طبقا للمخططات واصول الصناعة  والمواصفات الفنية وتعليمات االمهندس المشرف. Ref drawing: 07-MRA-DD-sixth floor-AR-800  باب مروحة ضلفة واحدة  نموذج 14WD  بعرض 900 مم وارتفاع 2400 مم )VIP Zone(,,معماري,عدد,6420.0,4.0,25680.0,percentage,نسبة مئوية,CMH_01-A-065,A,مقاولات,بنود العقد,67,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,66,توريد وتركيب قواطع زجاجيه داخليه من زجاج  سيكوريت عازل للصوت ثخانة 12مم مركّبة على مقاطع من  الألمنيوم )لون اسود 9005RAL (  مثبتة  بالسقف والأرض بإرتفاع 2700مم .ويشمل العمل الاطار والقوائم  والتثبيت بتيوب حديد ابعاد 4*8 سم وسماكة 2ملم  والملصقات بأماكن محددة حسب التصميم ، وفواصل البوليكاربونيت الجاف بين الألواح الزجاجية وقطع الإكسسوار ومانع التسرب والمواد الأخُرى المطلوبة لاستكمال التركيب حسب المخططات وتعليمات االمهندس المشرف.,,معماري,م²,900.0,4000.0,3600000.0,percentage,نسبة مئوية,CMH_01-A-066,A,مقاولات,بنود العقد,68,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,67,توريد وتركيب باب من قطاعات الحديد  بسمك 45 مم مقاوم للحريق 90 دقيقة،  مع طبقة من الصاج سماكة 2مم من الجهتين على اطار معدنى مجوف والسعر يشمل التكسية الخشبية بقشرة الجوز لضلفة الباب والإطار من جهة واحدة..ويشمل التوريد والتركيب والتثبيت  والمفصلات والمقابض   والدفاش والاكسسوارت من اجود الانواع  وكل مايلزم لانهاء العمل على اكمل وجه ة حسب المخططات وتعليمات االمهندس المشرف. Ref. drawing: 07-MRA-DD-(as per floor number)-AR-804 ضلفة واحدة عرض1000مم وإرتفاع 2200مم SD01 باب نموذج ,,معماري,م²,3000.0,58.0,174000.0,percentage,نسبة مئوية,CMH_01-A-067,A,مقاولات,بنود العقد,69,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,68,توريد وتركيب باب من قطاعات الحديد  بسمك 45 مم مقاوم للحريق 90 دقيقة،  مع طبقة من الصاج سماكة 2مم من الجهتين على اطار معدنى مجوف والسعر يشمل التكسية الخشبية بقشرة الجوز لضلفة الباب والإطار من جهة واحدة..ويشمل التوريد والتركيب والتثبيت  والمفصلات والمقابض   والدفاش والاكسسوارت من اجود الانواع  وكل مايلزم لانهاء العمل على اكمل وجه ة حسب المخططات وتعليمات االمهندس المشرف. Ref. drawing: 07-MRA-DD-(as per floor number)-AR-804 ضلفة واحدة عرض1100مم وإرتفاع 2200مم SD02 باب نموذج,,معماري,عدد,3000.0,1.0,3000.0,percentage,نسبة مئوية,CMH_01-A-068,A,مقاولات,بنود العقد,70,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,69,تجديد وترميم الأبواب الحديدية وتشمل الأعمال ما يلي: ــ  تجديد وترميم أبواب الحديد، سنفرة الأبواب، عمل طبقة تأسيس ناري للأبواب،  دهان وتلميع الأجزاء  + تلميع خارجي بمادة البوليريثان، المحافظة على نظافة المكان وإزالة المخلفات. حسب الاصول الفنيه وتعليمات المهندس المشرف. باب  ضلفتين عرض2000مم,,معماري,عدد,540.0,46.0,24840.0,percentage,نسبة مئوية,CMH_01-A-069,A,مقاولات,بنود العقد,71,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,70,تجديد وترميم أبواب الحديد، سنفرة الأبواب، عمل طبقة تأسيس ناري للأبواب،  دهان وتلميع الأجزاء  + تلميع خارجي بمادة البوليريثان، المحافظة على نظافة المكان وإزالة المخلفات. حسب الاصول الفنيه وتعليمات المهندس المشرف. باب  ضلفة واحدة عرض1000مم,,معماري,عدد,360.0,52.0,18720.0,percentage,نسبة مئوية,CMH_01-A-070,A,مقاولات,بنود العقد,72,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,71,تجديد وترميم أبواب الحديد، سنفرة الأبواب، عمل طبقة تأسيس ناري للأبواب،  دهان وتلميع الأجزاء  + تلميع خارجي بمادة البوليريثان، المحافظة على نظافة المكان وإزالة المخلفات. حسب الاصول الفنيه وتعليمات المهندس المشرف. باب  ضلفة واحدة عرض800مم,,معماري,عدد,360.0,23.0,8280.0,percentage,نسبة مئوية,CMH_01-A-071,A,مقاولات,بنود العقد,73,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,72,طبقة من اللياسة الأسمنتية فوق الأسطح الخرسانية والجدران الداخلية  بسمك متوسط 20 مم على طبقات  طرطشة بسمك 5 مم وضهارة 15 مم حسب المواصفات مع المعالجة اليومية  بالمياه لمنع التنميلات ويتم عمل افريز بين البلوك والخرسانة يملئ بمواد قابلة للدهان والسعر يشمل كامل الأكسسوارات اللازمة من شبك معدني ممدد وزوايا ونهايات معدنية  ومواد الترابط  وعمل تجاويف في طبقة اللياسة بعمق 10مم عرض 10مم  في الاعمدة  وفي الجدران ان وجدت حسب الرسومات والمناظير وتعليمات المهندس المشرف ذلك حسب الاصول الفنية وتعليمات المهندس المشرف. لياسة الجدران والأعمدة الداخلية  وتشمل جميع الإكسسوارات بإرتفاع 20 سم أعلي الأسقف الجبسيه لزوم الجدران الداخلية,,معماري,م²,42.0,758.0,31836.0,percentage,نسبة مئوية,CMH_01-A-072,A,مقاولات,بنود العقد,74,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,73,توريد وتركيب قاطع جداري ثخانة 100مم ذو الواح اسمنتية مقاوم للحريق  ثخانة 12مم تركب من الجهتين )طبقات مزدوجة(  لدورات المياه والأوفيس ويشمل المسامير المعدنية و المزالج / الأعضاء المعدنية الساندة والسكك والغطاء العازل للصوت )صوف صخري( وكل الاكسسوارات حسب المخطط والمواصفات وتعليمات المهندس المشرف. ,,معماري,م²,180.0,3507.0,631260.0,percentage,نسبة مئوية,CMH_01-A-073,A,مقاولات,بنود العقد,75,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,74,توريد وتركيب قاطع جداري ثخانة 100مم ذو الواح جبسية مقاومه للحريق  ثخانة 5.12مم تركب من الجهتين )طبقات مزدوجة( يشمل المسامير المعدنية و المزالج / الأعضاء المعدنية الساندة والسكك والغطاء العازل للصوت )صوف صخري( وكل الإكسسوارات حسب المخطط والمواصفات وتعليمات المهندس المشرف.,,معماري,م²,180.0,12526.0,2254680.0,percentage,نسبة مئوية,CMH_01-A-074,A,مقاولات,بنود العقد,76,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,75,توريد وتركيب أسقف معلقة من الالواح الجبسيه )01-GBC( ثخانة 12 مم المقاومة للحريق شاملة نظام التعليق وضبط الحواف والزوايا وأبواب لفتحات الكشف بالأسقف لأعمال الصيانة )أبواب جاهزة من النوع السهل الاستعمال والمزود بمفصلات مخفية( والإكسسوارات. ويشمل السعر أي مواد أو أعمال يتطلبها استكمال العمل حسب المواصفات والمخططات.,,معماري,م²,150.0,24468.0,3670200.0,percentage,نسبة مئوية,CMH_01-A-075,A,مقاولات,بنود العقد,77,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,76,توريد وتركيب أسقف معلقة من الالواح الجبسيه  )02-GBC( ثخانة 12 مم المقاومة للرطوبة شاملة نظام التعليق وضبط الحواف والزوايا وأبواب لفتحات الكشف بالأسقف لأعمال الصيانة )أبواب جاهزة من النوع السهل الاستعمال والمزود بمفصلات مخفية( واالإكسسوارات. ويشمل السعر أي مواد أو أعمال يتطلبها استكمال العمل حسب المواصفات والمخططات وتعليمات المهندس المشرف.,,معماري,م²,150.0,1091.0,163650.0,percentage,نسبة مئوية,CMH_01-A-076,A,مقاولات,بنود العقد,78,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,77,600×600مم توريد وتركيب اسقف اصطناعية  والسعر يشمل نظام التعليق من الحديد المجفلن مع جميع الاكسسوارات وكل مايلزم حسب المواصفات والمخططات وتعليمات الشركة المصنعة .,,معماري,م²,150.0,3323.0,498450.0,percentage,نسبة مئوية,CMH_01-A-077,A,مقاولات,بنود العقد,79,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,78,توريد وتركيب اسقف معدنية على شكل مربعات بشكل سماكة 5سم)grey color powder coated( ، وفتحات على شكل مثلث مع اضاءة مخفية مغلفة من الاعلى بطبقة Acrylic شفاف مغشى سماكة 4مم مثبتة بنظام تعليق متصلة بالسقف الخرساني حسب الرسومات والمناظير.01-Code MTL,,معماري,م²,150.0,278.0,41700.0,percentage,نسبة مئوية,CMH_01-A-078,A,مقاولات,بنود العقد,80,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,79, أرضيات بورسلان 01-PT مقاس 600×600×12مم فرز اول بالمقاسات والالوان المطلوبة لدورات المياه الخاصة بمكاتب الوكلاء ومساعدين الوكلاء العامة ومنطقة التنفيذيين بالدور السادس  طبقاً للمخططات والمواصفات.,,معماري,م²,120.0,140.0,16800.0,percentage,نسبة مئوية,CMH_01-A-079,A,مقاولات,بنود العقد,81,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,80, أرضيات بورسلان 02-PTمقاس 600×600×12مم فرز اول بالمقاسات والالوان المطلوبة لدورات المياه الخاصة بمكاتب المدراء العامين  طبقاً للمخططات والمواصفات.,,معماري,م²,120.0,246.0,29520.0,percentage,نسبة مئوية,CMH_01-A-080,A,مقاولات,بنود العقد,82,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,81, أرضيات بورسلان03-PT مقاس 600×600×12مم فرز ثاني بالمقاسات والالوان المطلوبة لدورات المياة العامة  طبقاً للمخططات والمواصفات.,,معماري,م²,120.0,1407.0,168840.0,percentage,نسبة مئوية,CMH_01-A-081,A,مقاولات,بنود العقد,83,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,82, أرضيات بورسلان04-PT مقاس 600×600×12مم فرز ثاني بالمقاسات والالوان المطلوبة لغرف الأرشيف والمخازن والمطبخ طبقاً للمخططات والمواصفات.,,معماري,م²,120.0,735.0,88200.0,percentage,نسبة مئوية,CMH_01-A-082,A,مقاولات,بنود العقد,84,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,83," جدران بورسلان(PW-01(type A,B &C مقاس 600×300×12مم فرز اول بالمقاسات والالوان المطلوبة لدورات المياه الخاصة بمكاتب الوكلاء ومساعدين الوكلاء العامة ومنطقة التنفيذيين بالدور السادس  طبقاً للمخططات والمواصفات.",,معماري,م²,120.0,571.0,68520.0,percentage,نسبة مئوية,CMH_01-A-083,A,مقاولات,بنود العقد,85,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,84, جدران بورسلان(PW-02(type A&B مقاس 600×300×12مم فرز اول بالمقاسات والالوان المطلوبة لدورات المياه الخاصة بمكاتب المدراء العامين  طبقاً للمخططات والمواصفات.,,معماري,م²,120.0,791.0,94920.0,percentage,نسبة مئوية,CMH_01-A-084,A,مقاولات,بنود العقد,86,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,85, جدران بورسلان (PW-03(type A&B  مقاس 600×300×12مم فرز ثاني بالمقاسات والالوان المطلوبة لدورات المياة العامة  طبقاً للمخططات والمواصفات.,,معماري,م²,96.0,2648.0,254208.0,percentage,نسبة مئوية,CMH_01-A-085,A,مقاولات,بنود العقد,87,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,86, وزرة من بورسلان بسماكة 12مم  100*600 مم والسعر يشمل التثبيت  بالغراء والشطف وكل ما يلزم لانهاء العمل حسب الاصول الفنية وتعليمات المهندس المشرف.Ref. Drawings: 07-MRA-DD-(as per floor number)-AR-300,,معماري,م.ط,120.0,567.0,68040.0,percentage,نسبة مئوية,CMH_01-A-086,A,مقاولات,بنود العقد,88,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,87,توريد وتركيب بلاط سيراميك مزجج للجدران يلصق بمادة الغراء يتم إعتمادها على اللياسة المنفذه أسفل اوعلى القواطع الاسمنتية هويكون السيراميك المزجج من النوع الجيد والمتوفر  والسعر يشمل المادة اللاصقه ومادة السقاية  والديكور المطلوب ويتم التنفيذ طبقا للمخططات  واصول الصناعة وتعليمات المهندس المشرف.,,معماري,م²,102.0,60.0,6120.0,percentage,نسبة مئوية,CMH_01-A-087,A,مقاولات,بنود العقد,89,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,88,رخام 01-MT رمادي غامق تندر غراي مقاس  1200× 300 مم لمنطقة القهوة و المدخل سماكة 20مم .,,معماري,م²,222.0,1933.0,429126.0,percentage,نسبة مئوية,CMH_01-A-088,A,مقاولات,بنود العقد,90,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,89,رخام 02-MT رمادي فاتح تندر غراي مقاس 1200× 300 مم لمنطقة القهوة و المدخل سماكة 20مم,,معماري,م²,222.0,214.0,47508.0,percentage,نسبة مئوية,CMH_01-A-089,A,مقاولات,بنود العقد,91,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,90,رخام 03-MT رمادي بيترا غراي غراي مقاس 1200× 300 مم لمنطقة القهوة في الدور السادس سماكة 20مم,,معماري,م²,222.0,213.0,47286.0,percentage,نسبة مئوية,CMH_01-A-090,A,مقاولات,بنود العقد,92,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,91,رخام رمادي فاتح تندر غراي الواح مقاس 1000× 1000 مم بحسب اعتماد المهندس المشرف للممرات  سماكة 20مم,,معماري,م²,222.0,100.0,22200.0,percentage,نسبة مئوية,CMH_01-A-091,A,مقاولات,بنود العقد,93,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,92,رخام رمادي بيترا غراي للدور السادس ألواح مقاس 1000× 1000 مم بحسب اعتماد المهندس سماكة 20مم,,معماري,م²,222.0,750.0,166500.0,percentage,نسبة مئوية,CMH_01-A-092,A,مقاولات,بنود العقد,94,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,93,رخام 03-MR ثاسوس ابيض لحمام معالي الوزير مقاس 900×900 مم  بحسب اعتماد المهندس سماكة 20مم,,معماري,م²,222.0,12.0,2664.0,percentage,نسبة مئوية,CMH_01-A-093,A,مقاولات,بنود العقد,95,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,94,رخام تندر غراي فاتح للدرج في الفناء الوسطي ب عرض 30 سم وارتفاع 15 سم وطول 800 سم.,,معماري,عدد,222.0,16.0,3552.0,percentage,نسبة مئوية,CMH_01-A-094,A,مقاولات,بنود العقد,96,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,95,معالجة وتنظيف وصقل وجلاء بلاط رخام الأرضيات والدرج مع بودرة الرخام المستخدم والتلميع 4 أوجه وملو الفواصل بمادة مقاومة للرطوبة والبكتيريا  والسعر يشمل جميع المواد والأعمال اللازمة لإتمام العمل المطلوب طبقا للمخططات والمواصفات الفنية وبحسب توجيهات واعتماد المهندس المشرف. رخام الأرضيات في المداخل و الممرات الرئيسية وبسطات الدرج.,,معماري,م²,42.0,4800.0,201600.0,percentage,نسبة مئوية,CMH_01-A-095,A,مقاولات,بنود العقد,97,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,96,معالجة وتنظيف وصقل وجلاء بلاط رخام الأرضيات والدرج مع بودرة الرخام المستخدم والتلميع 4 أوجه وملو الفواصل بمادة مقاومة للرطوبة والبكتيريا  والسعر يشمل جميع المواد والأعمال اللازمة لإتمام العمل المطلوب طبقا للمخططات والمواصفات الفنية وبحسب توجيهات واعتماد المهندس المشرف. رخام الدرج )قائمة والسعر يشمل النائمة والحبسة,,معماري,م.ط,42.0,300.0,12600.0,percentage,نسبة مئوية,CMH_01-A-096,A,مقاولات,بنود العقد,98,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,97,رخام رمادي غامق تندر غراي مقاس 600×900 مم  سماكة  20مم  كإطار حول المصاعد,,معماري,م²,300.0,101.0,30300.0,percentage,نسبة مئوية,CMH_01-A-097,A,مقاولات,بنود العقد,99,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,98,رخام ابيض ثاسوس  سماكة 20مم على جدران دورات مياه منطقة معالي الوزير,,معماري,م²,300.0,43.0,12900.0,percentage,نسبة مئوية,CMH_01-A-098,A,مقاولات,بنود العقد,100,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,99,رخام أخضر داكن مثبت على قواطع السيمنت خلف مكاتب السكرتاريا وفي المدخل الرئيسي في منطقة معالي الوزير.,,معماري,م²,300.0,43.0,12900.0,percentage,نسبة مئوية,CMH_01-A-099,A,مقاولات,بنود العقد,101,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,100,رخام  الحوائط والأعمدة والكمر والوزرات لمدخل كبار الشخصيات ومدخل الموظفين وعلى المصاعد وفي الممرات الرئيسية والوجهات الداخلية للفناء الوسطي.,,معماري,م²,60.0,6000.0,360000.0,percentage,نسبة مئوية,CMH_01-A-100,A,مقاولات,بنود العقد,102,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,101,توريد وتركيب وزرة من الرخام  رمادي فاتح تندر غراي بسماكة 20مم 100*1000 مم والسعر يشمل التثبيت  بالغراء والشطف وكل ما يلزم لانهاء العمل حسب الاصول الفنية وتعليمات المهندس المشرف.,,معماري,م.ط,90.0,400.0,36000.0,percentage,نسبة مئوية,CMH_01-A-101,A,مقاولات,بنود العقد,103,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,102,معالجة وتنظيف و الصقل والجلاء  لبلاط  الموزايك للأرضيات والدرج ومحمل على البند الوزر  والبند يشمل معالجة اللحامات والسقاية وملو الفواصل بمادة مقاومة للرطوبة والبكتيريا  طبقا للمخططات والمواصفات الفنية وبحسب توجيهات واعتماد المهندس المشرف. الأرضيات الموزايكو في سلالم الخدمة وبسطات الدرج.,,معماري,م²,90.0,4800.0,432000.0,percentage,نسبة مئوية,CMH_01-A-102,A,مقاولات,بنود العقد,104,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,103,معالجة وتنظيف و الصقل والجلاء  لبلاط  الموزايك للأرضيات والدرج ومحمل على البند الوزر  والبند يشمل معالجة اللحامات والسقاية وملو الفواصل بمادة مقاومة للرطوبة والبكتيريا  طبقا للمخططات والمواصفات الفنية وبحسب توجيهات واعتماد المهندس المشرف. موزايكو الدرج )قائمة والسعر يشمل النائمة والحبسة,,معماري,م.ط,90.0,300.0,27000.0,percentage,نسبة مئوية,CMH_01-A-103,A,مقاولات,بنود العقد,105,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,104,Ref drawing: 07-MRA-DD-(as per floor number)-AR-300 مقاس 500×500 مم  لون رمادي لمنطقة المرور CT-01بلاط - سجاد,,معماري,م²,156.0,3600.0,561600.0,percentage,نسبة مئوية,CMH_01-A-104,A,مقاولات,بنود العقد,106,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,105,بلاط - سجاد 02-CT مقاس 500× 500 مم لون أزرق فاتح لمحطة العمل وغرفة الاجتماعات,,معماري,م²,156.0,6705.0,1045980.0,percentage,نسبة مئوية,CMH_01-A-105,A,مقاولات,بنود العقد,107,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,106,Ref drawing: 07-MRA-DD-(as per floor number)-AR-300 مقاس 500×500 مم لون بيج لمكتب المدير CT-03بلاط - سجاد,,معماري,م²,156.0,1213.0,189228.0,percentage,نسبة مئوية,CMH_01-A-106,A,مقاولات,بنود العقد,108,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,107,Ref drawing: 07-MRA-DD-(as per floor number)-AR-300 مقاس 500×500 مم لمنطقة الاستقبال الرئيسية CT-04بلاط - سجاد,,معماري,م²,15.6,543.0,8470.8,percentage,نسبة مئوية,CMH_01-A-107,A,مقاولات,بنود العقد,109,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,108,بلاط - سجاد05-CT مقاس 500×500 مم لغرف خدمة العملاء مع تصميم بشكل مثلث وألوان مختلفة,,معماري,م²,156.0,735.0,114660.0,percentage,نسبة مئوية,CMH_01-A-108,A,مقاولات,بنود العقد,110,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,109,Ref drawing: 07-MRA-DD-(as per floor number)-AR-300 مقاس 500×500 مم لمركز الأعمال CT-06بلاط - سجاد,,معماري,م²,156.0,109.0,17004.0,percentage,نسبة مئوية,CMH_01-A-109,A,مقاولات,بنود العقد,111,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,110,بلاط - سجاد 01-CR مقاس 500×500 مم لمكتب الرئيس ونائب الرئيس والصالة والسكرتارية وغرفة الاجتماعات الكبيرة.,,معماري,م²,156.0,2140.0,333840.0,percentage,نسبة مئوية,CMH_01-A-110,A,مقاولات,بنود العقد,112,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,111,بلاط - سجاد 02-CR مقاس 500×500 مم لمكتب الرئيس ونائب الرئيس على شكل مثلثات لون بيج، رمادي فاتح ورمادي غامق.,,معماري,م²,156.0,303.0,47268.0,percentage,نسبة مئوية,CMH_01-A-111,A,مقاولات,بنود العقد,113,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,112,300-Ref drawing: 07-MRA-DD-(as per floor number)-ARبلاط - سجاد 03-CR مقاس 500×500 مم للمدير العام ومنطقة السكرتارية,,معماري,م²,156.0,1550.0,241800.0,percentage,نسبة مئوية,CMH_01-A-112,A,مقاولات,بنود العقد,114,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,113,Ref drawing: 07-MRA-DD-(as per floor number)-AR-300 لمنطقة الصلاة CR-04 رولات السجاد,,معماري,م²,156.0,129.0,20124.0,percentage,نسبة مئوية,CMH_01-A-113,A,مقاولات,بنود العقد,115,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,114,رولات السجاد 05-CR لمدخل معالي الوزير في الدور الارضي، سجادة المراسم الملكية لون بنفسجي مع إضافة إطار بنقشة مزخرفة حسب المناظير الداخلية.,,معماري,م²,228.0,85.0,19380.0,percentage,نسبة مئوية,CMH_01-A-114,A,مقاولات,بنود العقد,116,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,115,رولات السجاد 06-CR للمدخل الرئيسي والثانوي في الدور الأرضي بلون بيج مع تصميم على شكل مثلثات حسب المناظير الداخلية.,,معماري,م²,216.0,174.0,37584.0,percentage,نسبة مئوية,CMH_01-A-115,A,مقاولات,بنود العقد,117,CMH_01_SMART.xlsx,sheet بنود العقد,high,
CMH_01-C01,116,رولات السجاد 07-CR لمختصر معالي الوزير، غرفة الاجتماعات الخاصة بمعالي الوزير، غرفة الاجتماعات الرئيسية ومدير مكتب معالي الوزير.,,معماري,م²,228.0,215.0,49020.0,percentage,نسبة مئوية,CMH_01-A-116,A,مقاولات,بنود العقد,118,CMH_01_SMART.xlsx,sheet بنود العقد,high,
